periodo,fecha_mes,concepto,energia_mwh,energia_gwh
201905,2019-05-01,CONTRATOS,60388.45940999998,60.38845940999998
201905,2019-05-01,ENERGIA DISPONIBLE,69738.49075048938,69.73849075048938
201905,2019-05-01,PERDIDAS,1135.0445239583787,1.1350445239583786
201905,2019-05-01,PRODUCCION HIDRAULICA,71143.13509479078,71.14313509479078
201905,2019-05-01,PRODUCCION TERMICA,20.240179656982423,0.020240179656982424
201905,2019-05-01,VENTA DE ENERGIA,69738.49075048938,69.73849075048938
201905,2019-05-01,VENTA EN COES,9350.031340489397,9.350031340489396
201906,2019-06-01,COMPRA DE ENERGIA,0.0,0.0
201906,2019-06-01,CONSUMOS AUX.,295.7338832272282,0.2957338832272282
201906,2019-06-01,CONTRATOS,56627.50558,56.62750558
201906,2019-06-01,ENERGIA DISPONIBLE,68426.04053322227,68.42604053322228
201906,2019-06-01,PERDIDAS,1090.2527117444843,1.0902527117444842
201906,2019-06-01,PRODUCCION HIDRAULICA,69785.81330757632,69.78581330757632
201906,2019-06-01,PRODUCCION TERMICA,26.213820617675783,0.026213820617675784
201906,2019-06-01,VENTA DE ENERGIA,68426.04053322229,68.42604053322229
201906,2019-06-01,VENTA EN COES,11798.53495322229,11.79853495322229
201907,2019-07-01,COMPRA DE ENERGIA,0.0,0.0
201907,2019-07-01,CONSUMOS AUX.,300.3643572331587,0.30036435723315874
201907,2019-07-01,CONTRATOS,57686.37122,57.68637122
201907,2019-07-01,ENERGIA DISPONIBLE,69803.348670755,69.803348670755
201907,2019-07-01,PERDIDAS,1116.953775247166,1.116953775247166
201907,2019-07-01,PRODUCCION HIDRAULICA,71183.25329787795,71.18325329787795
201907,2019-07-01,PRODUCCION TERMICA,37.41350535738468,0.03741350535738468
201907,2019-07-01,VENTA DE ENERGIA,69803.348670755,69.803348670755
201907,2019-07-01,VENTA EN COES,12116.977450755003,12.116977450755003
201908,2019-08-01,COMPRA DE ENERGIA,0.0,0.0
201908,2019-08-01,CONSUMOS AUX.,307.2658886457402,0.30726588864574017
201908,2019-08-01,CONTRATOS,57886.979040000006,57.88697904000001
201908,2019-08-01,ENERGIA DISPONIBLE,71496.70601236781,71.49670601236781
201908,2019-08-01,PERDIDAS,1120.1630663613469,1.1201630663613469
201908,2019-08-01,PRODUCCION HIDRAULICA,72913.25180564812,72.91325180564812
201908,2019-08-01,PRODUCCION TERMICA,10.883161726774764,0.010883161726774764
201908,2019-08-01,VENTA DE ENERGIA,71496.70601236781,71.49670601236781
201908,2019-08-01,VENTA EN COES,13609.726972367804,13.609726972367804
201909,2019-09-01,COMPRA DE ENERGIA,0.0,0.0
201909,2019-09-01,CONSUMOS AUX.,308.84187396920476,0.30884187396920476
201909,2019-09-01,CONTRATOS,56928.67589,56.92867589
201909,2019-09-01,ENERGIA DISPONIBLE,69489.3698705471,69.48936987054711
201909,2019-09-01,PERDIDAS,1109.655092253859,1.109655092253859
201909,2019-09-01,PRODUCCION HIDRAULICA,70558.25380251306,70.55825380251306
201909,2019-09-01,PRODUCCION TERMICA,349.6130342570973,0.3496130342570973
201909,2019-09-01,VENTA DE ENERGIA,69489.3698705471,69.48936987054711
201909,2019-09-01,VENTA EN COES,12560.693980547105,12.560693980547105
201910,2019-10-01,COMPRA DE ENERGIA,0.0,0.0
201910,2019-10-01,CONSUMOS AUX.,306.5100096135388,0.3065100096135388
201910,2019-10-01,CONTRATOS,58974.33093999999,58.974330939999994
201910,2019-10-01,ENERGIA DISPONIBLE,77323.7391244626,77.3237391244626
201910,2019-10-01,PERDIDAS,1276.7589587146213,1.2767589587146213
201910,2019-10-01,PRODUCCION HIDRAULICA,78874.5419267268,78.8745419267268
201910,2019-10-01,PRODUCCION TERMICA,32.46616606395681,0.03246616606395681
201910,2019-10-01,VENTA DE ENERGIA,77323.73912446259,77.32373912446259
201910,2019-10-01,VENTA EN COES,18349.408184462598,18.349408184462597
201911,2019-11-01,COMPRA DE ENERGIA,0.0,0.0
201911,2019-11-01,CONSUMOS AUX.,295.40711824390536,0.29540711824390536
201911,2019-11-01,CONTRATOS,58279.08527000002,58.27908527000002
201911,2019-11-01,ENERGIA DISPONIBLE,79497.39215618823,79.49739215618823
201911,2019-11-01,PERDIDAS,1277.2826580067194,1.2772826580067194
201911,2019-11-01,PRODUCCION HIDRAULICA,81026.36145042896,81.02636145042896
201911,2019-11-01,PRODUCCION TERMICA,43.7204820098877,0.0437204820098877
201911,2019-11-01,VENTA DE ENERGIA,79497.39215618822,79.49739215618821
201911,2019-11-01,VENTA EN COES,21218.3068861882,21.2183068861882
201912,2019-12-01,COMPRA DE ENERGIA,0.0,0.0
201912,2019-12-01,CONSUMOS AUX.,310.9310669467372,0.31093106694673717
201912,2019-12-01,CONTRATOS,60995.07231,60.995072310000005
201912,2019-12-01,ENERGIA DISPONIBLE,73593.9339979365,73.5939339979365
201912,2019-12-01,PERDIDAS,1237.8036154744332,1.2378036154744332
201912,2019-12-01,PRODUCCION HIDRAULICA,75028.63557604013,75.02863557604013
201912,2019-12-01,PRODUCCION TERMICA,114.03310431754522,0.11403310431754522
201912,2019-12-01,VENTA DE ENERGIA,73593.9339979365,73.5939339979365
201912,2019-12-01,VENTA EN COES,12598.8616879365,12.5988616879365
202001,2020-01-01,COMPRA DE ENERGIA,0.0,0.0
202001,2020-01-01,CONSUMOS AUX.,322.8155273962952,0.32281552739629515
202001,2020-01-01,CONTRATOS,62740.84278,62.74084278
202001,2020-01-01,ENERGIA DISPONIBLE,91133.25124531586,91.13325124531586
202001,2020-01-01,PERDIDAS,1401.7099359159329,1.4017099359159328
202001,2020-01-01,PRODUCCION HIDRAULICA,92836.62534533105,92.83662534533104
202001,2020-01-01,PRODUCCION TERMICA,21.15136329704788,0.02115136329704788
202001,2020-01-01,VENTA DE ENERGIA,91133.25124531587,91.13325124531588
202001,2020-01-01,VENTA EN COES,28392.40846531587,28.39240846531587
202002,2020-02-01,COMPRA DE ENERGIA,0.0,0.0
202002,2020-02-01,CONSUMOS AUX.,315.22511432633627,0.31522511432633626
202002,2020-02-01,CONTRATOS,61101.16689999999,61.10116689999999
202002,2020-02-01,ENERGIA DISPONIBLE,100756.8591195953,100.7568591195953
202002,2020-02-01,PERDIDAS,1412.0107345494616,1.4120107345494617
202002,2020-02-01,PRODUCCION HIDRAULICA,102442.21549509146,102.44221549509146
202002,2020-02-01,PRODUCCION TERMICA,41.87947337964509,0.041879473379645094
202002,2020-02-01,VENTA DE ENERGIA,100756.85911959529,100.75685911959529
202002,2020-02-01,VENTA EN COES,39655.6922195953,39.6556922195953
202003,2020-03-01,COMPRA DE ENERGIA,0.0,0.0
202003,2020-03-01,CONSUMOS AUX.,352.6448727936468,0.3526448727936468
202003,2020-03-01,CONTRATOS,58042.669630000004,58.042669630000006
202003,2020-03-01,ENERGIA DISPONIBLE,124725.09946607542,124.72509946607542
202003,2020-03-01,PERDIDAS,1702.1900930682168,1.7021900930682168
202003,2020-03-01,PRODUCCION HIDRAULICA,126778.99591645628,126.77899591645628
202003,2020-03-01,PRODUCCION TERMICA,0.9385154809951781,0.0009385154809951782
202003,2020-03-01,VENTA DE ENERGIA,124725.09946607541,124.7250994660754
202003,2020-03-01,VENTA EN COES,66682.4298360754,66.6824298360754
202004,2020-04-01,COMPRA DE ENERGIA,0.0,0.0
202004,2020-04-01,CONSUMOS AUX.,317.2917138129573,0.3172917138129573
202004,2020-04-01,CONTRATOS,47671.77954,47.67177954
202004,2020-04-01,ENERGIA DISPONIBLE,103081.86964628298,103.08186964628298
202004,2020-04-01,PERDIDAS,1476.0584790295834,1.4760584790295834
202004,2020-04-01,PRODUCCION HIDRAULICA,104873.40520075883,104.87340520075884
202004,2020-04-01,PRODUCCION TERMICA,1.814638366699219,0.0018146383666992189
202004,2020-04-01,VENTA DE ENERGIA,103081.869646283,103.081869646283
202004,2020-04-01,VENTA EN COES,55410.090106282994,55.41009010628299
202005,2020-05-01,COMPRA DE ENERGIA,0.0,0.0
202005,2020-05-01,CONSUMOS AUX.,310.6665574798559,0.3106665574798559
202005,2020-05-01,CONTRATOS,50204.46071999999,50.204460719999986
202005,2020-05-01,ENERGIA DISPONIBLE,71768.64292439258,71.76864292439258
202005,2020-05-01,PERDIDAS,1202.6776316246833,1.2026776316246832
202005,2020-05-01,PRODUCCION HIDRAULICA,73278.5718840481,73.2785718840481
202005,2020-05-01,PRODUCCION TERMICA,3.415229449020325,0.003415229449020325
202005,2020-05-01,VENTA DE ENERGIA,71768.64292439258,71.76864292439258
202005,2020-05-01,VENTA EN COES,21564.182204392593,21.564182204392594
202006,2020-06-01,COMPRA DE ENERGIA,0.0,0.0
202006,2020-06-01,CONSUMOS AUX.,298.0651554186145,0.2980651554186145
202006,2020-06-01,CONTRATOS,51074.337320000006,51.074337320000005
202006,2020-06-01,ENERGIA DISPONIBLE,68724.70005763715,68.72470005763715
202006,2020-06-01,PERDIDAS,1136.7030165203905,1.1367030165203906
202006,2020-06-01,PRODUCCION HIDRAULICA,70157.80083582796,70.15780083582796
202006,2020-06-01,PRODUCCION TERMICA,1.667393748186587,0.001667393748186587
202006,2020-06-01,VENTA DE ENERGIA,68724.70005763714,68.72470005763714
202006,2020-06-01,VENTA EN COES,17650.36273763713,17.65036273763713
202007,2020-07-01,COMPRA DE ENERGIA,0.0,0.0
202007,2020-07-01,CONSUMOS AUX.,313.62659825809976,0.31362659825809974
202007,2020-07-01,CONTRATOS,54034.67268000002,54.03467268000002
202007,2020-07-01,ENERGIA DISPONIBLE,70739.41109435644,70.73941109435644
202007,2020-07-01,PERDIDAS,1147.4316271774878,1.1474316271774878
202007,2020-07-01,PRODUCCION HIDRAULICA,72196.91290628405,72.19691290628406
202007,2020-07-01,PRODUCCION TERMICA,3.5564135079628323,0.0035564135079628324
202007,2020-07-01,VENTA DE ENERGIA,70739.41109435643,70.73941109435643
202007,2020-07-01,VENTA EN COES,16704.738414356412,16.704738414356413
202008,2020-08-01,COMPRA DE ENERGIA,0.0,0.0
202008,2020-08-01,CONSUMOS AUX.,302.8087575823135,0.3028087575823135
202008,2020-08-01,CONTRATOS,54589.76523999999,54.58976523999999
202008,2020-08-01,ENERGIA DISPONIBLE,70626.5087442522,70.6265087442522
202008,2020-08-01,PERDIDAS,1168.1551775602275,1.1681551775602275
202008,2020-08-01,PRODUCCION HIDRAULICA,72095.7270101949,72.09572701019489
202008,2020-08-01,PRODUCCION TERMICA,1.7456691998542664,0.0017456691998542664
202008,2020-08-01,VENTA DE ENERGIA,70626.5087442522,70.6265087442522
202008,2020-08-01,VENTA EN COES,16036.74350425221,16.03674350425221
202009,2020-09-01,COMPRA DE ENERGIA,0.0,0.0
202009,2020-09-01,CONSUMOS AUX.,298.06986474282576,0.29806986474282576
202009,2020-09-01,CONTRATOS,54253.49882000001,54.25349882000001
202009,2020-09-01,ENERGIA DISPONIBLE,72080.9550849675,72.0809550849675
202009,2020-09-01,PERDIDAS,1195.0694773732248,1.1950694773732249
202009,2020-09-01,PRODUCCION HIDRAULICA,73550.31678364491,73.55031678364492
202009,2020-09-01,PRODUCCION TERMICA,23.777643438636417,0.023777643438636416
202009,2020-09-01,VENTA DE ENERGIA,72080.9550849675,72.0809550849675
202009,2020-09-01,VENTA EN COES,17827.45626496749,17.82745626496749
202010,2020-10-01,COMPRA DE ENERGIA,0.0,0.0
202010,2020-10-01,CONSUMOS AUX.,310.80625102067114,0.31080625102067116
202010,2020-10-01,CONTRATOS,57718.17797000001,57.71817797000001
202010,2020-10-01,ENERGIA DISPONIBLE,76728.99850556029,76.72899850556028
202010,2020-10-01,PERDIDAS,1240.5677350198966,1.2405677350198967
202010,2020-10-01,PRODUCCION HIDRAULICA,78229.38430649413,78.22938430649413
202010,2020-10-01,PRODUCCION TERMICA,50.988185106721716,0.05098818510672171
202010,2020-10-01,VENTA DE ENERGIA,76728.9985055603,76.7289985055603
202010,2020-10-01,VENTA EN COES,19010.820535560277,19.010820535560278
202011,2020-11-01,COMPRA DE ENERGIA,0.0,0.0
202011,2020-11-01,CONSUMOS AUX.,295.6729898316784,0.29567298983167845
202011,2020-11-01,CONTRATOS,57390.49190000001,57.39049190000001
202011,2020-11-01,ENERGIA DISPONIBLE,73269.38482218792,73.26938482218792
202011,2020-11-01,PERDIDAS,1109.6796070392738,1.1096796070392738
202011,2020-11-01,PRODUCCION HIDRAULICA,74624.33287279138,74.62433287279137
202011,2020-11-01,PRODUCCION TERMICA,50.40454626749177,0.050404546267491766
202011,2020-11-01,VENTA DE ENERGIA,73269.38482218792,73.26938482218792
202011,2020-11-01,VENTA EN COES,15878.892922187908,15.878892922187909
202012,2020-12-01,COMPRA DE ENERGIA,0.0,0.0
202012,2020-12-01,CONSUMOS AUX.,314.82172509286374,0.31482172509286377
202012,2020-12-01,CONTRATOS,60046.92478000001,60.04692478000001
202012,2020-12-01,ENERGIA DISPONIBLE,81114.93131290391,81.1149313129039
202012,2020-12-01,PERDIDAS,1257.2063672059157,1.2572063672059157
202012,2020-12-01,PRODUCCION HIDRAULICA,82658.8220000103,82.6588220000103
202012,2020-12-01,PRODUCCION TERMICA,28.13740519238072,0.02813740519238072
202012,2020-12-01,VENTA DE ENERGIA,81114.93131290391,81.1149313129039
202012,2020-12-01,VENTA EN COES,21068.0065329039,21.068006532903897
202101,2021-01-01,COMPRA DE ENERGIA,0.0,0.0
202101,2021-01-01,CONSUMOS AUX.,350.53758879079425,0.3505375887907942
202101,2021-01-01,CONTRATOS,63480.852020000006,63.48085202000001
202101,2021-01-01,ENERGIA DISPONIBLE,101918.33068933201,101.91833068933201
202101,2021-01-01,PERDIDAS,1465.5568777321023,1.4655568777321022
202101,2021-01-01,PRODUCCION HIDRAULICA,103731.44926541302,103.73144926541302
202101,2021-01-01,PRODUCCION TERMICA,2.9758904418945313,0.0029758904418945315
202101,2021-01-01,VENTA DE ENERGIA,101918.33068933201,101.91833068933201
202101,2021-01-01,VENTA EN COES,38437.478669332006,38.43747866933201
202102,2021-02-01,COMPRA DE ENERGIA,0.0,0.0
202102,2021-02-01,CONSUMOS AUX.,299.76848623561534,0.29976848623561536
202102,2021-02-01,CONTRATOS,56171.77096999999,56.17177096999999
202102,2021-02-01,ENERGIA DISPONIBLE,76042.6179601467,76.0426179601467
202102,2021-02-01,PERDIDAS,1231.6382077964954,1.2316382077964954
202102,2021-02-01,PRODUCCION HIDRAULICA,77567.93173500698,77.56793173500698
202102,2021-02-01,PRODUCCION TERMICA,6.092919171829533,0.006092919171829533
202102,2021-02-01,VENTA DE ENERGIA,76042.6179601467,76.0426179601467
202102,2021-02-01,VENTA EN COES,19870.84699014671,19.87084699014671
202103,2021-03-01,COMPRA DE ENERGIA,0.0,0.0
202103,2021-03-01,CONSUMOS AUX.,317.3559218107272,0.3173559218107272
202103,2021-03-01,CONTRATOS,62597.98541000001,62.59798541000001
202103,2021-03-01,ENERGIA DISPONIBLE,75907.04792316814,75.90704792316814
202103,2021-03-01,PERDIDAS,1249.6661534410523,1.2496661534410523
202103,2021-03-01,PRODUCCION HIDRAULICA,77444.5395681862,77.4445395681862
202103,2021-03-01,PRODUCCION TERMICA,29.53043023371746,0.029530430233717462
202103,2021-03-01,VENTA DE ENERGIA,75907.04792316814,75.90704792316814
202103,2021-03-01,VENTA EN COES,13309.06251316813,13.30906251316813
202104,2021-04-01,COMPRA DE ENERGIA,0.0,0.0
202104,2021-04-01,CONSUMOS AUX.,322.94378548102264,0.32294378548102265
202104,2021-04-01,CONTRATOS,58244.92292000002,58.24492292000002
202104,2021-04-01,ENERGIA DISPONIBLE,105902.36404472114,105.90236404472114
202104,2021-04-01,PERDIDAS,1592.3647809847025,1.5923647809847026
202104,2021-04-01,PRODUCCION HIDRAULICA,107799.35941108497,107.79935941108496
202104,2021-04-01,PRODUCCION TERMICA,18.313200101896545,0.018313200101896545
202104,2021-04-01,VENTA DE ENERGIA,105902.36404472114,105.90236404472114
202104,2021-04-01,VENTA EN COES,47657.44112472112,47.65744112472112
202105,2021-05-01,COMPRA DE ENERGIA,0.0,0.0
202105,2021-05-01,CONSUMOS AUX.,406.92321836879097,0.406923218368791
202105,2021-05-01,CONTRATOS,58244.54386,58.24454386
202105,2021-05-01,ENERGIA DISPONIBLE,70307.86463459807,70.30786463459806
202105,2021-05-01,PERDIDAS,1142.5274651591026,1.1425274651591026
202105,2021-05-01,PRODUCCION HIDRAULICA,71805.39781526651,71.8053978152665
202105,2021-05-01,PRODUCCION TERMICA,51.91750285945621,0.051917502859456205
202105,2021-05-01,VENTA DE ENERGIA,70307.8646345981,70.30786463459809
202105,2021-05-01,VENTA EN COES,12063.320774598084,12.063320774598084
202106,2021-06-01,COMPRA DE ENERGIA,0.0,0.0
202106,2021-06-01,CONSUMOS AUX.,382.63909800366946,0.38263909800366946
202106,2021-06-01,CONTRATOS,55762.457790000015,55.76245779000001
202106,2021-06-01,ENERGIA DISPONIBLE,68547.29556713522,68.54729556713522
202106,2021-06-01,PERDIDAS,1109.191134590772,1.109191134590772
202106,2021-06-01,PRODUCCION HIDRAULICA,70035.25348290293,70.03525348290293
202106,2021-06-01,PRODUCCION TERMICA,3.8723168267362054,0.0038723168267362053
202106,2021-06-01,VENTA DE ENERGIA,68547.29556713522,68.54729556713522
202106,2021-06-01,VENTA EN COES,12784.83777713521,12.784837777135209
202107,2021-07-01,COMPRA DE ENERGIA,158.3495632652,0.1583495632652
202107,2021-07-01,CONSUMOS AUX.,508.27011272094836,0.5082701127209484
202107,2021-07-01,CONTRATOS,57394.63269,57.39463269
202107,2021-07-01,ENERGIA DISPONIBLE,70925.55742482013,70.92555742482013
202107,2021-07-01,PERDIDAS,1095.1916656353133,1.0951916656353133
202107,2021-07-01,PRODUCCION HIDRAULICA,72301.05722779741,72.30105722779741
202107,2021-07-01,PRODUCCION TERMICA,69.61241211377104,0.06961241211377105
202107,2021-07-01,VENTA DE ENERGIA,70925.55742482012,70.92555742482011
202107,2021-07-01,VENTA EN COES,13530.924734820117,13.530924734820116
202108,2021-08-01,COMPRA DE ENERGIA,156.829536272,0.15682953627200003
202108,2021-08-01,CONSUMOS AUX.,346.40587719296104,0.34640587719296106
202108,2021-08-01,CONTRATOS,58454.98342000001,58.45498342000001
202108,2021-08-01,ENERGIA DISPONIBLE,81209.9808039368,81.2099808039368
202108,2021-08-01,PERDIDAS,1291.3891603475931,1.291389160347593
202108,2021-08-01,PRODUCCION HIDRAULICA,82677.99140516536,82.67799140516536
202108,2021-08-01,PRODUCCION TERMICA,12.954900040004642,0.012954900040004642
202108,2021-08-01,VENTA DE ENERGIA,81209.98080393682,81.20998080393682
202108,2021-08-01,VENTA EN COES,22754.997383936796,22.754997383936796
202109,2021-09-01,COMPRA DE ENERGIA,149.98760319423675,0.14998760319423676
202109,2021-09-01,CONSUMOS AUX.,481.3025752923303,0.4813025752923303
202109,2021-09-01,CONTRATOS,59195.57024000001,59.19557024000001
202109,2021-09-01,ENERGIA DISPONIBLE,78367.87948051858,78.36787948051858
202109,2021-09-01,PERDIDAS,1119.6020061959134,1.1196020061959133
202109,2021-09-01,PRODUCCION HIDRAULICA,79741.3299095628,79.74132990956281
202109,2021-09-01,PRODUCCION TERMICA,77.46654924978736,0.07746654924978737
202109,2021-09-01,VENTA DE ENERGIA,78367.87948051859,78.3678794805186
202109,2021-09-01,VENTA EN COES,19172.30924051858,19.172309240518583
202110,2021-10-01,COMPRA DE ENERGIA,153.82518224525452,0.15382518224525452
202110,2021-10-01,CONSUMOS AUX.,320.43192268965635,0.32043192268965637
202110,2021-10-01,CONTRATOS,61747.138300000006,61.7471383
202110,2021-10-01,ENERGIA DISPONIBLE,80430.83974315572,80.43083974315573
202110,2021-10-01,PERDIDAS,1277.4788018981199,1.2774788018981198
202110,2021-10-01,PRODUCCION HIDRAULICA,81849.8643208444,81.8498643208444
202110,2021-10-01,PRODUCCION TERMICA,25.06096465383718,0.025060964653837177
202110,2021-10-01,VENTA DE ENERGIA,80430.8397431557,80.4308397431557
202110,2021-10-01,VENTA EN COES,18683.701443155704,18.683701443155705
202111,2021-11-01,COMPRA DE ENERGIA,145.401581477165,0.145401581477165
202111,2021-11-01,CONSUMOS AUX.,335.38561434304154,0.33538561434304154
202111,2021-11-01,CONTRATOS,61643.54518,61.643545180000004
202111,2021-11-01,ENERGIA DISPONIBLE,79170.5907059637,79.17059070596369
202111,2021-11-01,PERDIDAS,1224.226600379945,1.224226600379945
202111,2021-11-01,PRODUCCION HIDRAULICA,80581.07076635292,80.58107076635292
202111,2021-11-01,PRODUCCION TERMICA,3.730572856603443,0.003730572856603443
202111,2021-11-01,VENTA DE ENERGIA,79170.5907059637,79.17059070596369
202111,2021-11-01,VENTA EN COES,17527.045525963695,17.527045525963693
202112,2021-12-01,COMPRA DE ENERGIA,149.20185,0.14920185
202112,2021-12-01,CONSUMOS AUX.,419.45480031262,0.41945480031262
202112,2021-12-01,CONTRATOS,63936.88779000001,63.93688779000001
202112,2021-12-01,ENERGIA DISPONIBLE,80794.03689525533,80.79403689525533
202112,2021-12-01,PERDIDAS,1176.1682174947346,1.1761682174947345
202112,2021-12-01,PRODUCCION HIDRAULICA,82186.70580806269,82.18670580806268
202112,2021-12-01,PRODUCCION TERMICA,53.752255,0.053752255
202112,2021-12-01,VENTA DE ENERGIA,80794.03689525531,80.79403689525532
202112,2021-12-01,VENTA EN COES,16857.149105255303,16.857149105255303
202201,2022-01-01,COMPRA DE ENERGIA,150.28168,0.15028168
202201,2022-01-01,CONSUMOS AUX.,321.0989130511644,0.3210989130511644
202201,2022-01-01,CONTRATOS,72820.25764,72.82025764
202201,2022-01-01,ENERGIA DISPONIBLE,77198.93104052344,77.19893104052345
202201,2022-01-01,PERDIDAS,1239.329690037499,1.239329690037499
202201,2022-01-01,PRODUCCION HIDRAULICA,78569.95672754114,78.56995672754114
202201,2022-01-01,PRODUCCION TERMICA,39.12123607096157,0.039121236070961574
202201,2022-01-01,VENTA DE ENERGIA,77198.93104052343,77.19893104052343
202201,2022-01-01,VENTA EN COES,4378.673400523447,4.3786734005234464
202202,2022-02-01,COMPRA DE ENERGIA,3843.629274359607,3.843629274359607
202202,2022-02-01,CONSUMOS AUX.,289.4162429890558,0.28941624298905577
202202,2022-02-01,CONTRATOS,68233.73526,68.23373526
202202,2022-02-01,ENERGIA DISPONIBLE,68233.73526,68.23373526
202202,2022-02-01,PERDIDAS,1096.433724424147,1.0964337244241469
202202,2022-02-01,PRODUCCION HIDRAULICA,65749.95154843721,65.74995154843721
202202,2022-02-01,PRODUCCION TERMICA,26.004404616383976,0.026004404616383977
202202,2022-02-01,VENTA DE ENERGIA,68233.73526,68.23373526
202202,2022-02-01,VENTA EN COES,0.0,0.0
202203,2022-03-01,COMPRA DE ENERGIA,155.945498031616,0.155945498031616
202203,2022-03-01,CONSUMOS AUX.,328.55847443062413,0.32855847443062414
202203,2022-03-01,CONTRATOS,75084.15178000001,75.08415178000001
202203,2022-03-01,ENERGIA DISPONIBLE,89649.39765993414,89.64939765993414
202203,2022-03-01,PERDIDAS,1429.5440349097044,1.4295440349097044
202203,2022-03-01,PRODUCCION HIDRAULICA,91220.51390286315,91.22051390286315
202203,2022-03-01,PRODUCCION TERMICA,31.040768379717456,0.031040768379717455
202203,2022-03-01,VENTA DE ENERGIA,89649.39765993417,89.64939765993417
202203,2022-03-01,VENTA EN COES,14565.245879934155,14.565245879934155
202204,2022-04-01,COMPRA DE ENERGIA,139.57567862419359,0.1395756786241936
202204,2022-04-01,CONSUMOS AUX.,302.61154766655676,0.30261154766655673
202204,2022-04-01,CONTRATOS,69143.00619,69.14300619
202204,2022-04-01,ENERGIA DISPONIBLE,72335.08136388307,72.33508136388308
202204,2022-04-01,PERDIDAS,1171.8513801696972,1.1718513801696973
202204,2022-04-01,PRODUCCION HIDRAULICA,73646.07325577059,73.64607325577059
202204,2022-04-01,PRODUCCION TERMICA,23.895357324554816,0.023895357324554816
202204,2022-04-01,VENTA DE ENERGIA,72335.08136388307,72.33508136388308
202204,2022-04-01,VENTA EN COES,3192.0751738830877,3.1920751738830875
202205,2022-05-01,COMPRA DE ENERGIA,145.87515,0.14587514999999998
202205,2022-05-01,CONSUMOS AUX.,315.9073637916925,0.3159073637916925
202205,2022-05-01,CONTRATOS,68527.83733000001,68.52783733000001
202205,2022-05-01,ENERGIA DISPONIBLE,71024.70042989067,71.02470042989067
202205,2022-05-01,PERDIDAS,1152.72859281204,1.15272859281204
202205,2022-05-01,PRODUCCION HIDRAULICA,72309.84169752336,72.30984169752335
202205,2022-05-01,PRODUCCION TERMICA,37.619538971058205,0.03761953897105821
202205,2022-05-01,VENTA DE ENERGIA,71024.7004298907,71.0247004298907
202205,2022-05-01,VENTA EN COES,2496.8630998906883,2.4968630998906884
202206,2022-06-01,COMPRA DE ENERGIA,142.45681959814453,0.14245681959814455
202206,2022-06-01,CONSUMOS AUX.,323.60428412433595,0.32360428412433595
202206,2022-06-01,CONTRATOS,65142.23102,65.14223102
202206,2022-06-01,ENERGIA DISPONIBLE,68645.27500361501,68.64527500361501
202206,2022-06-01,PERDIDAS,1141.9621310212824,1.1419621310212824
202206,2022-06-01,PRODUCCION HIDRAULICA,69925.24040649428,69.92524040649428
202206,2022-06-01,PRODUCCION TERMICA,43.14419266820556,0.043144192668205565
202206,2022-06-01,VENTA DE ENERGIA,68645.275003615,68.645275003615
202206,2022-06-01,VENTA EN COES,3503.0439836150035,3.5030439836150036
202207,2022-07-01,COMPRA DE ENERGIA,133.7588440070873,0.13375884400708732
202207,2022-07-01,CONSUMOS AUX.,348.3771294754234,0.3483771294754234
202207,2022-07-01,CONTRATOS,65405.76177,65.40576177
202207,2022-07-01,ENERGIA DISPONIBLE,70960.76570744698,70.96076570744698
202207,2022-07-01,PERDIDAS,1172.1341172407847,1.1721341172407846
202207,2022-07-01,PRODUCCION HIDRAULICA,72263.82530772523,72.26382530772523
202207,2022-07-01,PRODUCCION TERMICA,83.6928024308695,0.0836928024308695
202207,2022-07-01,VENTA DE ENERGIA,70960.76570744696,70.96076570744697
202207,2022-07-01,VENTA EN COES,5555.003937446963,5.555003937446964
202208,2022-08-01,COMPRA DE ENERGIA,146.73445475482941,0.1467344547548294
202208,2022-08-01,CONSUMOS AUX.,354.5334989855381,0.3545334989855381
202208,2022-08-01,CONTRATOS,67218.99069,67.21899069000001
202208,2022-08-01,ENERGIA DISPONIBLE,81959.82108657701,81.95982108657701
202208,2022-08-01,PERDIDAS,1278.1316516837687,1.2781316516837686
202208,2022-08-01,PRODUCCION HIDRAULICA,83404.84601133515,83.40484601133515
202208,2022-08-01,PRODUCCION TERMICA,40.90577115631103,0.040905771156311034
202208,2022-08-01,VENTA DE ENERGIA,81959.82108657698,81.95982108657698
202208,2022-08-01,VENTA EN COES,14740.830396576974,14.740830396576973
202209,2022-09-01,COMPRA DE ENERGIA,139.55523,0.13955523
202209,2022-09-01,CONSUMOS AUX.,323.8372085810415,0.32383720858104154
202209,2022-09-01,CONTRATOS,67461.47496,67.46147496
202209,2022-09-01,ENERGIA DISPONIBLE,78401.09590925215,78.40109590925215
202209,2022-09-01,PERDIDAS,1428.5029134694632,1.4285029134694633
202209,2022-09-01,PRODUCCION HIDRAULICA,79533.2011142876,79.5332011142876
202209,2022-09-01,PRODUCCION TERMICA,480.6796870150337,0.4806796870150337
202209,2022-09-01,VENTA DE ENERGIA,78401.09590925212,78.40109590925212
202209,2022-09-01,VENTA EN COES,10939.620949252116,10.939620949252115
202210,2022-10-01,COMPRA DE ENERGIA,128.507,0.128507
202210,2022-10-01,CONSUMOS AUX.,319.774959015891,0.319774959015891
202210,2022-10-01,CONTRATOS,69562.03848999999,69.56203848999999
202210,2022-10-01,ENERGIA DISPONIBLE,82041.94620971332,82.04194620971332
