reservorio,anio,mes,volumen_000m3,periodo
EF,2006.0,06,127726.313,200606
EF,2007.0,06,107138.266,200706
EF,2008.0,06,91911.875,200806
EF,2009.0,06,87788.773,200906
EF,2010.0,06,89836.144,201006
EF,2011.0,06,117660.417,201106
EF,2012.0,06,124649.753,201206
EF,2013.0,06,100431.407,201306
EF,2014.0,06,53799.888,201406
EF,2015.0,06,71947.863,201506
EF,2016.0,06,101503.11,201606
EF,2017.0,06,116533.832,201706
EF,2018.0,06,112348.612,201806
EF,2019.0,06,116568.231,201906
EF,2020.0,06,129485.85,202006
EF,2021.0,06,131186.942,202106
EF,2022.0,06,96860.984,202206
EF,2023.0,06,75804.2,202306
EF,2024.0,06,117222.814,202406
EF,2025.0,06,131015.031,202506
EF,1968.0,07,,196807
EF,1969.0,07,,196907
EF,1970.0,07,41250.0,197007
EF,1971.0,07,22335.0,197107
EF,1972.0,07,117600.0,197207
EF,1973.0,07,108160.0,197307
EF,1974.0,07,135080.0,197407
EF,1975.0,07,118700.0,197507
EF,1976.0,07,75910.0,197607
EF,1977.0,07,82640.0,197707
EF,1978.0,07,52980.0,197807
EF,1979.0,07,34160.0,197907
EF,1980.0,07,8420.0,198007
EF,1981.0,07,85840.0,198107
EF,1982.0,07,42350.0,198207
EF,1983.0,07,0.0,198307
EF,1984.0,07,132000.0,198407
EF,1985.0,07,141960.0,198507
EF,1986.0,07,121440.0,198607
EF,1987.0,07,55380.0,198707
EF,1988.0,07,42650.0,198807
EF,1989.0,07,75770.0,198907
EF,1990.0,07,2748.0,199007
EF,1991.0,07,71850.0,199107
EF,1992.0,07,5360.0,199207
EF,1993.0,07,42250.0,199307
EF,1994.0,07,115600.0,199407
EF,1995.0,07,44500.0,199507
EF,1996.0,07,51240.0,199607
EF,1997.0,07,112400.0,199707
EF,1998.0,07,70100.0,199807
EF,1999.0,07,120459.57,199907
EF,2000.0,07,111150.036,200007
EF,2001.0,07,50192.0,200107
EF,2002.0,07,141277.534,200207
EF,2003.0,07,128108.121,200307
EF,2004.0,07,119577.336,200407
EF,2005.0,07,86085.199,200507
EF,2006.0,07,128574.39,200607
EF,2007.0,07,108266.553,200707
EF,2008.0,07,92853.614,200807
EF,2009.0,07,89390.636,200907
EF,2010.0,07,90429.655,201007
EF,2011.0,07,104946.015,201107
EF,2012.0,07,117787.267,201207
EF,2013.0,07,87722.157,201307
EF,2014.0,07,55349.431,201407
EF,2015.0,07,73406.08,201507
EF,2016.0,07,91625.79,201607
EF,2017.0,07,106037.541,201707
EF,2018.0,07,108450.445,201807
EF,2019.0,07,109100.148,201907
EF,2020.0,07,130218.611,202007
EF,2021.0,07,126662.652,202107
EF,2022.0,07,98073.075,202207
EF,2023.0,07,68654.042,202307
EF,2024.0,07,104451.286,202407
EF,2025.0,07,119559.983,202507
EF,1968.0,08,,196808
EF,1969.0,08,,196908
EF,1970.0,08,31720.0,197008
EF,1971.0,08,6460.0,197108
EF,1972.0,08,103920.0,197208
EF,1973.0,08,87360.0,197308
EF,1974.0,08,111800.0,197408
EF,1975.0,08,75490.0,197508
EF,1976.0,08,59760.0,197608
EF,1977.0,08,63000.0,197708
EF,1978.0,08,40150.0,197808
EF,1979.0,08,24367.0,197908
EF,1980.0,08,5640.0,198008
EF,1981.0,08,77520.0,198108
EF,1982.0,08,36800.0,198208
EF,1983.0,08,0.0,198308
EF,1984.0,08,132600.0,198408
EF,1985.0,08,129960.0,198508
EF,1986.0,08,104080.0,198608
EF,1987.0,08,52140.0,198708
EF,1988.0,08,44440.0,198808
EF,1989.0,08,77970.0,198908
EF,1990.0,08,2738.0,199008
EF,1991.0,08,63500.0,199108
EF,1992.0,08,6720.0,199208
EF,1993.0,08,40600.0,199308
EF,1994.0,08,109520.0,199408
EF,1995.0,08,31080.0,199508
EF,1996.0,08,51960.0,199608
EF,1997.0,08,114300.0,199708
EF,1998.0,08,57370.0,199808
EF,1999.0,08,107265.69,199908
EF,2000.0,08,91440.524,200008
EF,2001.0,08,21891.916,200108
EF,2002.0,08,132101.981,200208
EF,2003.0,08,118197.364,200308
EF,2004.0,08,119567.336,200408
EF,2005.0,08,86908.908,200508
EF,2006.0,08,121605.555,200608
EF,2007.0,08,108947.282,200708
EF,2008.0,08,93591.912,200808
EF,2009.0,08,90078.986,200908
EF,2010.0,08,82600.159,201008
EF,2011.0,08,92168.929,201108
EF,2012.0,08,110317.355,201208
EF,2013.0,08,74538.637,201308
EF,2014.0,08,56667.381,201408
EF,2015.0,08,74649.214,201508
EF,2016.0,08,81307.066,201608
EF,2017.0,08,92833.717,201708
EF,2018.0,08,103188.931,201808
EF,2019.0,08,101102.975,201908
EF,2020.0,08,127192.987,202008
EF,2021.0,08,117130.816,202108
EF,2022.0,08,86511.257,202208
EF,2023.0,08,64043.791,202308
EF,2024.0,08,84729.127,202408
EF,2025.0,08,106841.76,202508
EF,1968.0,09,,196809
EF,1969.0,09,,196909
EF,1970.0,09,18810.0,197009
EF,1971.0,09,6280.0,197109
EF,1972.0,09,91600.0,197209
EF,1973.0,09,87120.0,197309
EF,1974.0,09,95920.0,197409
EF,1975.0,09,46840.0,197509
EF,1976.0,09,43120.0,197609
EF,1977.0,09,47280.0,197709
EF,1978.0,09,27920.0,197809
EF,1979.0,09,17125.0,197909
EF,1980.0,09,3900.0,198009
EF,1981.0,09,75140.0,198109
EF,1982.0,09,34600.0,198209
EF,1983.0,09,0.0,198309
EF,1984.0,09,118600.0,198409
EF,1985.0,09,113400.0,198509
EF,1986.0,09,88080.0,198609
EF,1987.0,09,53280.0,198709
EF,1988.0,09,29120.0,198809
EF,1989.0,09,61860.0,198909
EF,1990.0,09,1162.0,199009
EF,1991.0,09,51060.0,199109
EF,1992.0,09,2461.0,199209
EF,1993.0,09,41450.0,199309
EF,1994.0,09,85840.0,199409
EF,1995.0,09,24677.0,199509
EF,1996.0,09,49980.0,199609
EF,1997.0,09,113200.0,199709
EF,1998.0,09,54420.0,199809
EF,1999.0,09,94212.7,199909
EF,2000.0,09,78659.6,200009
EF,2001.0,09,437.839,200109
EF,2002.0,09,121151.937,200209
EF,2003.0,09,111488.653,200309
EF,2004.0,09,111928.621,200409
EF,2005.0,09,77465.938,200509
EF,2006.0,09,109370.066,200609
EF,2007.0,09,98016.521,200709
EF,2008.0,09,93391.972,200809
EF,2009.0,09,85202.3,200909
EF,2010.0,09,70089.473,201009
EF,2011.0,09,79557.844,201109
EF,2012.0,09,98341.38,201209
EF,2013.0,09,73751.173,201309
EF,2014.0,09,57837.174,201409
EF,2015.0,09,75263.724,201509
EF,2016.0,09,70904.009,201609
EF,2017.0,09,80259.836,201709
EF,2018.0,09,97496.698,201809
EF,2019.0,09,93531.892,201909
EF,2020.0,09,122313.34,202009
EF,2021.0,09,107016.137,202109
EF,2022.0,09,73903.083,202209
EF,2023.0,09,59188.848,202309
EF,2024.0,09,74029.868,202409
EF,2025.0,09,94364.447,202509
EF,1968.0,10,,196810
EF,1969.0,10,,196910
EF,1970.0,10,10360.0,197010
EF,1971.0,10,8100.0,197110
EF,1972.0,10,73670.0,197210
EF,1973.0,10,76400.0,197310
EF,1974.0,10,85360.0,197410
EF,1975.0,10,34360.0,197510
EF,1976.0,10,30480.0,197610
EF,1977.0,10,39150.0,197710
EF,1978.0,10,17650.0,197810
EF,1979.0,10,13875.0,197910
EF,1980.0,10,9820.0,198010
EF,1981.0,10,66700.0,198110
EF,1982.0,10,32320.0,198210
EF,1983.0,10,0.0,198310
EF,1984.0,10,103120.0,198410
EF,1985.0,10,98640.0,198510
EF,1986.0,10,70730.0,198610
EF,1987.0,10,40700.0,198710
EF,1988.0,10,16250.0,198810
EF,1989.0,10,46320.0,198910
EF,1990.0,10,816.0,199010
EF,1991.0,10,34960.0,199110
EF,1992.0,10,2280.0,199210
EF,1993.0,10,37440.0,199310
EF,1994.0,10,83600.0,199410
EF,1995.0,10,19110.0,199510
EF,1996.0,10,50280.0,199610
EF,1997.0,10,101520.0,199710
EF,1998.0,10,54900.0,199810
EF,1999.0,10,82413.845,199910
EF,2000.0,10,65093.78,200010
EF,2001.0,10,0.0,200110
EF,2002.0,10,121036.358,200210
EF,2003.0,10,104809.505,200310
EF,2004.0,10,95099.479,200410
EF,2005.0,10,64763.589,200510
EF,2006.0,10,94773.891,200610
EF,2007.0,10,74774.181,200710
EF,2008.0,10,73953.78,200810
EF,2009.0,10,70040.797,200910
EF,2010.0,10,66568.574,201010
EF,2011.0,10,74598.165,201110
EF,2012.0,10,85295.298,201210
EF,2013.0,10,74572.64,201310
EF,2014.0,10,46604.219,201410
EF,2015.0,10,72953.569,201510
EF,2016.0,10,71149.589,201610
EF,2017.0,10,70227.529,201710
EF,2018.0,10,90419.9,201810
EF,2019.0,10,85397.68,201910
EF,2020.0,10,109541.881,202010
EF,2021.0,10,96258.409,202110
EF,2022.0,10,65781.445,202210
EF,2023.0,10,58955.059,202310
EF,2024.0,10,69644.002,202410
EF,2025.0,10,73405.878,202510
EF,1968.0,11,,196811
EF,1969.0,11,,196911
EF,1970.0,11,6021.0,197011
EF,1971.0,11,9740.0,197111
EF,1972.0,11,85700.0,197211
EF,1973.0,11,57000.0,197311
EF,1974.0,11,75000.0,197411
EF,1975.0,11,28120.0,197511
EF,1976.0,11,27320.0,197611
EF,1977.0,11,43540.0,197711
EF,1978.0,11,15625.0,197811
EF,1979.0,11,11360.0,197911
EF,1980.0,11,11560.0,198011
EF,1981.0,11,50220.0,198111
EF,1982.0,11,31280.0,198211
EF,1983.0,11,0.0,198311
EF,1984.0,11,89040.0,198411
EF,1985.0,11,80180.0,198511
EF,1986.0,11,52740.0,198611
EF,1987.0,11,19740.0,198711
EF,1988.0,11,17000.0,198811
EF,1989.0,11,37000.0,198911
EF,1990.0,11,1530.0,199011
EF,1991.0,11,30560.0,199111
EF,1992.0,11,0.0,199211
EF,1993.0,11,32160.0,199311
EF,1994.0,11,66600.0,199411
EF,1995.0,11,19500.0,199511
EF,1996.0,11,48540.0,199611
EF,1997.0,11,97840.0,199711
EF,1998.0,11,51900.0,199811
EF,1999.0,11,69328.6,199911
EF,2000.0,11,52138.256,200011
EF,2001.0,11,0.0,200111
EF,2002.0,11,111259.248,200211
EF,2003.0,11,85448.566,200311
EF,2004.0,11,71546.008,200411
EF,2005.0,11,49121.963,200511
EF,2006.0,11,88136.776,200611
EF,2007.0,11,54767.117,200711
EF,2008.0,11,57613.624,200811
EF,2009.0,11,55984.909,200911
EF,2010.0,11,66518.669,201011
EF,2011.0,11,75118.328,201111
EF,2012.0,11,76114.139,201211
EF,2013.0,11,75067.053,201311
EF,2014.0,11,29842.327,201411
EF,2015.0,11,73515.361,201511
EF,2016.0,11,71010.364,201611
EF,2017.0,11,63667.725,201711
EF,2018.0,11,82645.631,201811
EF,2019.0,11,76623.83,201911
EF,2020.0,11,83935.447,202011
EF,2021.0,11,86671.539,202111
EF,2022.0,11,60513.498,202211
EF,2023.0,11,50296.355,202311
EF,2024.0,11,67537.756,202411
EF,2025.0,11,67372.07,202511
EF,1968.0,12,,196812
EF,1969.0,12,,196912
EF,1970.0,12,1910.0,197012
EF,1971.0,12,7480.0,197112
EF,1972.0,12,68070.0,197212
EF,1973.0,12,44820.0,197312
EF,1974.0,12,59760.0,197412
EF,1975.0,12,22269.0,197512
EF,1976.0,12,22369.0,197612
EF,1977.0,12,37760.0,197712
EF,1978.0,12,19020.0,197812
EF,1979.0,12,8780.0,197912
EF,1980.0,12,10900.0,198012
EF,1981.0,12,37240.0,198112
EF,1982.0,12,21836.0,198212
EF,1983.0,12,0.0,198312
EF,1984.0,12,91790.0,198412
EF,1985.0,12,74790.0,198512
EF,1986.0,12,49740.0,198612
EF,1987.0,12,8280.0,198712
EF,1988.0,12,19590.0,198812
EF,1989.0,12,19890.0,198912
EF,1990.0,12,5740.0,199012
EF,1991.0,12,11060.0,199112
EF,1992.0,12,3870.0,199212
EF,1993.0,12,35640.0,199312
EF,1994.0,12,55380.0,199412
EF,1995.0,12,3220.0,199512
EF,1996.0,12,38900.0,199612
EF,1997.0,12,92240.0,199712
EF,1998.0,12,44560.0,199812
EF,1999.0,12,51549.213,199912
EF,2000.0,12,47983.271,200012
EF,2001.0,12,0.0,200112
EF,2002.0,12,107159.099,200212
EF,2003.0,12,61557.225,200312
EF,2004.0,12,50582.29,200412
EF,2005.0,12,37802.716,200512
EF,2006.0,12,61738.89,200612
EF,2007.0,12,43663.269,200712
EF,2008.0,12,39884.898,200812
EF,2009.0,12,51621.994,200912
EF,2010.0,12,65072.06,201012
EF,2011.0,12,86680.695,201112
EF,2012.0,12,88160.709,201212
EF,2013.0,12,65601.741,201312
EF,2014.0,12,17288.529,201412
EF,2015.0,12,73616.348,201512
EF,2016.0,12,67561.564,201612
EF,2017.0,12,64020.721,201712
EF,2018.0,12,74947.513,201812
EF,2019.0,12,63966.922,201912
EF,2020.0,12,76217.637,202012
EF,2021.0,12,81172.279,202112
EF,2022.0,12,62171.196,202212
EF,2023.0,12,50423.428,202312
EF,2024.0,12,68710.147,202412
EF,2025.0,12,,202512
EP,1968.0,01,,196801
EP,1969.0,01,33600.0,196901
EP,1970.0,01,37000.0,197001
EP,1971.0,01,38760.0,197101
EP,1972.0,01,48200.0,197201
EP,1973.0,01,76680.0,197301
EP,1974.0,01,101527.0,197401
EP,1975.0,01,44740.0,197501
EP,1976.0,01,70220.0,197601
EP,1977.0,01,5000.0,197701
EP,1978.0,01,22700.0,197801
EP,1979.0,01,42400.0,197901
EP,1980.0,01,27180.0,198001
EP,1981.0,01,28840.0,198101
EP,1982.0,01,39040.0,198201
EP,1983.0,01,20520.0,198301
EP,1984.0,01,32600.0,198401
EP,1985.0,01,73360.0,198501
EP,1986.0,01,64360.0,198601
EP,1987.0,01,81080.0,198701
EP,1988.0,01,49520.0,198801
EP,1989.0,01,28120.0,198901
EP,1990.0,01,9260.0,199001
EP,1991.0,01,33200.0,199101
EP,1992.0,01,13800.0,199201
EP,1993.0,01,29180.0,199301
EP,1994.0,01,67100.0,199401
EP,1995.0,01,36440.0,199501
EP,1996.0,01,18920.0,199601
EP,1997.0,01,38240.0,199701
EP,1998.0,01,54900.0,199801
EP,1999.0,01,13120.0,199901
EP,2000.0,01,79280.0,200001
EP,2001.0,01,56680.0,200101
EP,2002.0,01,41440.0,200201
EP,2003.0,01,68680.0,200301
EP,2004.0,01,63320.0,200401
EP,2005.0,01,14920.0,200501
EP,2006.0,01,26900.0,200601
EP,2007.0,01,79652.001,200701
EP,2008.0,01,46633.916,200801
EP,2009.0,01,15835.59,200901
EP,2010.0,01,51051.268,201001
EP,2011.0,01,37138.212,201101
EP,2012.0,01,93569.594,201201
EP,2013.0,01,82229.78,201301
EP,2014.0,01,60470.659,201401
EP,2015.0,01,48406.159,201501
EP,2016.0,01,21475.245,201601
EP,2017.0,01,25161.753,201701
EP,2018.0,01,76947.624,201801
EP,2019.0,01,70747.184,201901
EP,2020.0,01,68991.497,202001
EP,2021.0,01,91697.32,202101
EP,2022.0,01,77784.15,202201
EP,2023.0,01,39193.151,202301
EP,2024.0,01,52028.092,202401
EP,2025.0,01,82351.278,202501
EP,1968.0,02,,196802
EP,1969.0,02,46760.0,196902
EP,1970.0,02,58300.0,197002
EP,1971.0,02,77460.0,197102
EP,1972.0,02,58460.0,197202
EP,1973.0,02,104385.0,197302
EP,1974.0,02,101119.0,197402
EP,1975.0,02,83300.0,197502
EP,1976.0,02,85100.0,197602
EP,1977.0,02,17600.0,197702
EP,1978.0,02,35700.0,197802
EP,1979.0,02,51500.0,197902
EP,1980.0,02,27260.0,198002
EP,1981.0,02,51100.0,198102
EP,1982.0,02,44340.0,198202
EP,1983.0,02,13480.0,198302
EP,1984.0,02,83800.0,198402
EP,1985.0,02,100106.0,198502
EP,1986.0,02,95985.0,198602
EP,1987.0,02,85580.0,198702
EP,1988.0,02,71060.0,198802
EP,1989.0,02,36840.0,198902
EP,1990.0,02,11358.0,199002
EP,1991.0,02,49680.0,199102
EP,1992.0,02,14640.0,199202
EP,1993.0,02,36840.0,199302
EP,1994.0,02,101663.0,199402
EP,1995.0,02,49680.0,199502
EP,1996.0,02,41440.0,199602
EP,1997.0,02,71060.0,199702
EP,1998.0,02,77700.0,199802
EP,1999.0,02,46400.0,199902
EP,2000.0,02,106513.0,200002
EP,2001.0,02,93441.442,200102
EP,2002.0,02,70700.0,200202
EP,2003.0,02,87560.0,200302
EP,2004.0,02,88520.0,200402
EP,2005.0,02,41700.0,200502
EP,2006.0,02,50880.0,200602
EP,2007.0,02,93386.073,200702
EP,2008.0,02,65362.372,200802
EP,2009.0,02,29518.405,200902
EP,2010.0,02,74263.491,201002
EP,2011.0,02,74034.642,201102
EP,2012.0,02,103949.833,201202
EP,2013.0,02,95841.779,201302
EP,2014.0,02,63469.952,201402
EP,2015.0,02,63372.266,201502
EP,2016.0,02,51217.722,201602
EP,2017.0,02,36675.2,201702
EP,2018.0,02,100602.315,201802
EP,2019.0,02,102614.87,201902
EP,2020.0,02,93562.056,202002
EP,2021.0,02,98504.39,202102
EP,2022.0,02,101636.362,202202
EP,2023.0,02,64662.296,202302
EP,2024.0,02,73354.821,202402
EP,2025.0,02,102391.032,202502
EP,1968.0,03,,196803
EP,1969.0,03,53820.0,196903
EP,1970.0,03,79400.0,197003
EP,1971.0,03,94520.0,197103
EP,1972.0,03,80480.0,197203
EP,1973.0,03,96120.0,197303
EP,1974.0,03,98800.0,197403
EP,1975.0,03,103432.0,197503
EP,1976.0,03,102208.0,197603
EP,1977.0,03,42600.0,197703
EP,1978.0,03,39120.0,197803
EP,1979.0,03,70700.0,197903
EP,1980.0,03,42100.0,198003
EP,1981.0,03,82600.0,198103
EP,1982.0,03,59260.0,198203
EP,1983.0,03,5680.0,198303
EP,1984.0,03,101065.0,198403
EP,1985.0,03,101527.0,198503
EP,1986.0,03,100983.0,198603
EP,1987.0,03,86580.0,198703
EP,1988.0,03,96120.0,198803
EP,1989.0,03,58160.0,198903
EP,1990.0,03,15510.0,199003
EP,1991.0,03,73120.0,199103
EP,1992.0,03,12680.0,199203
EP,1993.0,03,54300.0,199303
EP,1994.0,03,103840.0,199403
EP,1995.0,03,71180.0,199503
EP,1996.0,03,50160.0,199603
EP,1997.0,03,85340.0,199703
EP,1998.0,03,85700.0,199803
EP,1999.0,03,90800.0,199903
EP,2000.0,03,101663.723,200003
EP,2001.0,03,103568.815,200103
EP,2002.0,03,98129.937,200203
EP,2003.0,03,103568.815,200303
EP,2004.0,03,99622.553,200403
EP,2005.0,03,48720.0,200503
EP,2006.0,03,79400.0,200603
EP,2007.0,03,102870.28,200703
EP,2008.0,03,77897.749,200803
EP,2009.0,03,46216.429,200903
EP,2010.0,03,90374.83,201003
EP,2011.0,03,96428.482,201103
EP,2012.0,03,99441.086,201203
EP,2013.0,03,98096.801,201303
EP,2014.0,03,60241.561,201403
EP,2015.0,03,72513.033,201503
EP,2016.0,03,58380.217,201603
EP,2017.0,03,78579.745,201703
EP,2018.0,03,103378.306,201803
EP,2019.0,03,102558.898,201903
EP,2020.0,03,103385.082,202003
EP,2021.0,03,104437.355,202103
EP,2022.0,03,101957.651,202203
EP,2023.0,03,84255.312,202303
EP,2024.0,03,103974.075,202403
EP,2025.0,03,102712.828,202503
EP,1968.0,04,,196804
EP,1969.0,04,55600.0,196904
EP,1970.0,04,85700.0,197004
EP,1971.0,04,94260.0,197104
EP,1972.0,04,88040.0,197204
EP,1973.0,04,94111.0,197304
EP,1974.0,04,98397.0,197404
EP,1975.0,04,102208.0,197504
EP,1976.0,04,88520.0,197604
EP,1977.0,04,43900.0,197704
EP,1978.0,04,42200.0,197804
EP,1979.0,04,72640.0,197904
EP,1980.0,04,45700.0,198004
EP,1981.0,04,91000.0,198104
EP,1982.0,04,68200.0,198204
EP,1983.0,04,5200.0,198304
EP,1984.0,04,93709.0,198404
EP,1985.0,04,101527.0,198504
EP,1986.0,04,98263.0,198604
EP,1987.0,04,73680.0,198704
EP,1988.0,04,98570.0,198804
EP,1989.0,04,70820.0,198904
EP,1990.0,04,16500.0,199004
EP,1991.0,04,76680.0,199104
EP,1992.0,04,10760.0,199204
EP,1993.0,04,57600.0,199304
EP,1994.0,04,100847.0,199404
EP,1995.0,04,75860.0,199504
EP,1996.0,04,59960.0,199604
EP,1997.0,04,90500.0,199704
EP,1998.0,04,83500.0,199804
EP,1999.0,04,99350.397,199904
EP,2000.0,04,97594.109,200004
EP,2001.0,04,98942.163,200104
EP,2002.0,04,100847.255,200204
EP,2003.0,04,94245.184,200304
EP,2004.0,04,98263.894,200404
EP,2005.0,04,54700.0,200504
EP,2006.0,04,90500.0,200604
EP,2007.0,04,97601.632,200704
EP,2008.0,04,67630.905,200804
EP,2009.0,04,51801.389,200904
EP,2010.0,04,87915.976,201004
EP,2011.0,04,97344.003,201104
EP,2012.0,04,99193.904,201204
EP,2013.0,04,88285.253,201304
EP,2014.0,04,51503.423,201404
EP,2015.0,04,85025.477,201504
EP,2016.0,04,54560.963,201604
EP,2017.0,04,91064.695,201704
EP,2018.0,04,100507.06,201804
EP,2019.0,04,100325.479,201904
EP,2020.0,04,98254.715,202004
EP,2021.0,04,98462.773,202104
EP,2022.0,04,97866.573,202204
EP,2023.0,04,89212.823,202304
EP,2024.0,04,98837.508,202404
EP,2025.0,04,95875.227,202504
EP,1968.0,05,,196805
EP,1969.0,05,53500.0,196905
EP,1970.0,05,86580.0,197005
EP,1971.0,05,87040.0,197105
EP,1972.0,05,88280.0,197205
EP,1973.0,05,93441.0,197305
EP,1974.0,05,88160.0,197405
EP,1975.0,05,100302.0,197505
EP,1976.0,05,80120.0,197605
EP,1977.0,05,41440.0,197705
EP,1978.0,05,38240.0,197805
EP,1979.0,05,72160.0,197905
EP,1980.0,05,45340.0,198005
EP,1981.0,05,91000.0,198105
EP,1982.0,05,67960.0,198205
EP,1983.0,05,2260.0,198305
EP,1984.0,05,82120.0,198405
EP,1985.0,05,95450.0,198505
EP,1986.0,05,90900.0,198605
EP,1987.0,05,67720.0,198705
EP,1988.0,05,87560.0,198805
EP,1989.0,05,69920.0,198905
EP,1990.0,05,15800.0,199005
EP,1991.0,05,71180.0,199105
EP,1992.0,05,10140.0,199205
EP,1993.0,05,58380.0,199305
EP,1994.0,05,95718.0,199405
EP,1995.0,05,64900.0,199505
EP,1996.0,05,60920.0,199605
EP,1997.0,05,90900.0,199705
EP,1998.0,05,81360.0,199805
EP,1999.0,05,96121.0,199905
EP,2000.0,05,84980.0,200005
EP,2001.0,05,98942.173,200105
EP,2002.0,05,99486.475,200205
EP,2003.0,05,82000.0,200305
EP,2004.0,05,82240.0,200405
EP,2005.0,05,45340.0,200505
EP,2006.0,05,88188.268,200605
EP,2007.0,05,87766.629,200705
EP,2008.0,05,54693.788,200805
EP,2009.0,05,44302.193,200905
EP,2010.0,05,73374.404,201005
EP,2011.0,05,89024.741,201105
EP,2012.0,05,93474.574,201205
EP,2013.0,05,85851.227,201305
EP,2014.0,05,47098.88,201405
EP,2015.0,05,87770.984,201505
EP,2016.0,05,41215.82,201605
EP,2017.0,05,93327.541,201705
EP,2018.0,05,98713.631,201805
EP,2019.0,05,94634.688,201905
EP,2020.0,05,90712.993,202005
EP,2021.0,05,90740.309,202105
EP,2022.0,05,91984.782,202205
EP,2023.0,05,81955.633,202305
EP,2024.0,05,93891.855,202405
EP,2025.0,05,88301.253,202505
EP,1968.0,06,,196806
EP,1969.0,06,51800.0,196906
EP,1970.0,06,86580.0,197006
EP,1971.0,06,71300.0,197106
EP,1972.0,06,87800.0,197206
EP,1973.0,06,93173.0,197306
EP,1974.0,06,80480.0,197406
EP,1975.0,06,89360.0,197506
EP,1976.0,06,63200.0,197606
EP,1977.0,06,40960.0,197706
EP,1978.0,06,37860.0,197806
EP,1979.0,06,71300.0,197906
EP,1980.0,06,44500.0,198006
EP,1981.0,06,78200.0,198106
EP,1982.0,06,67100.0,198206
EP,1983.0,06,1880.0,198306
EP,1984.0,06,70820.0,198406
EP,1985.0,06,95450.0,198506
EP,1986.0,06,81840.0,198606
EP,1987.0,06,61400.0,198706
EP,1988.0,06,83500.0,198806
EP,1989.0,06,62200.0,198906
EP,1990.0,06,9300.0,199006
EP,1991.0,06,61520.0,199106
EP,1992.0,06,5500.0,199206
EP,1993.0,06,58020.0,199306
EP,1994.0,06,86580.0,199406
EP,1995.0,06,53600.0,199506
EP,1996.0,06,52000.0,199606
EP,1997.0,06,80000.0,199706
EP,1998.0,06,80360.0,199806
EP,1999.0,06,95317.0,199906
EP,2000.0,06,72320.0,200006
EP,2001.0,06,98129.937,200106
EP,2002.0,06,98397.851,200206
EP,2003.0,06,70100.0,200306
EP,2004.0,06,67100.0,200406
EP,2005.0,06,31940.0,200506
EP,2006.0,06,80621.391,200606
EP,2007.0,06,75377.097,200706
EP,2008.0,06,42440.018,200806
EP,2009.0,06,35425.118,200906
EP,2010.0,06,58727.229,201006
EP,2011.0,06,75704.177,201106
EP,2012.0,06,80698.216,201206
EP,2013.0,06,74556.129,201306
EP,2014.0,06,46297.534,201406
EP,2015.0,06,85208.836,201506
EP,2016.0,06,28403.367,201606
EP,2017.0,06,84619.76,201706
EP,2018.0,06,98206.407,201806
EP,2019.0,06,87126.762,201906
EP,2020.0,06,82681.255,202006
EP,2021.0,06,82654.847,202106
EP,2022.0,06,84785.645,202206
EP,2023.0,06,73742.222,202306
EP,2024.0,06,85502.65,202406
EP,2025.0,06,86433.804,202506
EP,1968.0,07,,196807
EP,1969.0,07,51300.0,196907
EP,1970.0,07,85460.0,197007
EP,1971.0,07,57740.0,197107
EP,1972.0,07,87120.0,197207
EP,1973.0,07,92503.0,197307
EP,1974.0,07,80000.0,197407
EP,1975.0,07,78200.0,197507
EP,1976.0,07,46400.0,197607
EP,1977.0,07,40240.0,197707
EP,1978.0,07,36840.0,197807
EP,1979.0,07,70340.0,197907
EP,1980.0,07,43800.0,198007
EP,1981.0,07,64820.0,198107
EP,1982.0,07,66200.0,198207
EP,1983.0,07,0.0,198307
EP,1984.0,07,57600.0,198407
EP,1985.0,07,83160.0,198507
EP,1986.0,07,73040.0,198607
EP,1987.0,07,48840.0,198707
EP,1988.0,07,79560.0,198807
EP,1989.0,07,50620.0,198907
EP,1990.0,07,3440.0,199007
EP,1991.0,07,49200.0,199107
EP,1992.0,07,1760.0,199207
EP,1993.0,07,49200.0,199307
EP,1994.0,07,74920.0,199407
EP,1995.0,07,41360.0,199507
EP,1996.0,07,40000.0,199607
EP,1997.0,07,67400.0,199707
EP,1998.0,07,79520.0,199807
EP,1999.0,07,94513.098,199907
EP,2000.0,07,68520.0,200007
EP,2001.0,07,97728.066,200107
EP,2002.0,07,98397.85,200207
EP,2003.0,07,58020.0,200307
EP,2004.0,07,51400.0,200407
EP,2005.0,07,18560.0,200507
EP,2006.0,07,69164.55,200607
EP,2007.0,07,62890.779,200707
EP,2008.0,07,29090.006,200807
EP,2009.0,07,26591.516,200907
EP,2010.0,07,43603.297,201007
EP,2011.0,07,60966.189,201107
EP,2012.0,07,67382.033,201207
EP,2013.0,07,61244.511,201307
EP,2014.0,07,45591.773,201407
EP,2015.0,07,75512.366,201507
EP,2016.0,07,15098.302,201607
EP,2017.0,07,71200.357,201707
EP,2018.0,07,97644.969,201807
EP,2019.0,07,79392.779,201907
EP,2020.0,07,74272.303,202007
EP,2021.0,07,74155.884,202107
EP,2022.0,07,81073.344,202207
EP,2023.0,07,66870.103,202307
EP,2024.0,07,76949.604,202407
EP,2025.0,07,71231.705,202507
EP,1968.0,08,,196808
EP,1969.0,08,50400.0,196908
EP,1970.0,08,78440.0,197008
EP,1971.0,08,44000.0,197108
EP,1972.0,08,87360.0,197208
EP,1973.0,08,91560.0,197308
EP,1974.0,08,80360.0,197408
